time_s,component,type,terminal_a,terminal_b,value,unit,closed,initial_value,initial_unit,voltage_a_minus_b_V,current_a_to_b_A,power_absorbed_W,stored_energy_J,voltage_known,current_known,method,relative_local_tolerance,absolute_state_tolerance,window_s,source_waveform,source_amplitude,source_frequency_Hz,source_phase_deg,pulse_width_percent,pulse_edge_percent,initial_switch_closed,switch_timing_enabled,switch_schedule_s,time_side,switch_events,diode_model,diode_Is_A,diode_emission,diode_thermal_voltage_V,nonlinear_iterations
0.00144,S2,switch,A,B,0,,true,0,,0,0.12200000000000005,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00144,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00144,L4,inductor,B,0,100,mH,,0,A,5,0.07200000000000005,0.36000000000000026,0.00025920000000000034,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00148,V1,voltage,A,0,5,V,,0,,5,-0.12400000000000005,-0.6200000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00148,S2,switch,A,B,0,,true,0,,0,0.12400000000000005,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00148,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00148,L4,inductor,B,0,100,mH,,0,A,5,0.07400000000000005,0.3700000000000003,0.0002738000000000004,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00152,V1,voltage,A,0,5,V,,0,,5,-0.12600000000000006,-0.6300000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00152,S2,switch,A,B,0,,true,0,,0,0.12600000000000006,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00152,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00152,L4,inductor,B,0,100,mH,,0,A,5,0.07600000000000005,0.3800000000000003,0.00028880000000000046,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0015600000000000002,V1,voltage,A,0,5,V,,0,,5,-0.12800000000000006,-0.6400000000000003,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0015600000000000002,S2,switch,A,B,0,,true,0,,0,0.12800000000000006,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0015600000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0015600000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.07800000000000006,0.3900000000000003,0.00030420000000000046,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0016,V1,voltage,A,0,5,V,,0,,5,-0.13000000000000006,-0.6500000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0016,S2,switch,A,B,0,,true,0,,0,0.13000000000000006,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0016,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0016,L4,inductor,B,0,100,mH,,0,A,5,0.08000000000000006,0.4000000000000003,0.00032000000000000046,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00164,V1,voltage,A,0,5,V,,0,,5,-0.13200000000000006,-0.6600000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00164,S2,switch,A,B,0,,true,0,,0,0.13200000000000006,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00164,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00164,L4,inductor,B,0,100,mH,,0,A,5,0.08200000000000006,0.4100000000000003,0.0003362000000000005,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00168,V1,voltage,A,0,5,V,,0,,5,-0.13400000000000006,-0.6700000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00168,S2,switch,A,B,0,,true,0,,0,0.13400000000000006,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00168,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00168,L4,inductor,B,0,100,mH,,0,A,5,0.08400000000000006,0.4200000000000003,0.0003528000000000005,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0017200000000000002,V1,voltage,A,0,5,V,,0,,5,-0.13600000000000007,-0.6800000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0017200000000000002,S2,switch,A,B,0,,true,0,,0,0.13600000000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0017200000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0017200000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.08600000000000006,0.4300000000000003,0.0003698000000000006,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00176,V1,voltage,A,0,5,V,,0,,5,-0.13800000000000007,-0.6900000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00176,S2,switch,A,B,0,,true,0,,0,0.13800000000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00176,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00176,L4,inductor,B,0,100,mH,,0,A,5,0.08800000000000006,0.44000000000000034,0.00038720000000000063,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0018,V1,voltage,A,0,5,V,,0,,5,-0.14000000000000007,-0.7000000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0018,S2,switch,A,B,0,,true,0,,0,0.14000000000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0018,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0018,L4,inductor,B,0,100,mH,,0,A,5,0.09000000000000007,0.45000000000000034,0.0004050000000000006,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00184,V1,voltage,A,0,5,V,,0,,5,-0.14200000000000007,-0.7100000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00184,S2,switch,A,B,0,,true,0,,0,0.14200000000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00184,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00184,L4,inductor,B,0,100,mH,,0,A,5,0.09200000000000007,0.46000000000000035,0.00042320000000000064,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0018800000000000002,V1,voltage,A,0,5,V,,0,,5,-0.14400000000000007,-0.7200000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0018800000000000002,S2,switch,A,B,0,,true,0,,0,0.14400000000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0018800000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0018800000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.09400000000000007,0.47000000000000036,0.00044180000000000066,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00192,V1,voltage,A,0,5,V,,0,,5,-0.14600000000000007,-0.7300000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00192,S2,switch,A,B,0,,true,0,,0,0.14600000000000007,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00192,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00192,L4,inductor,B,0,100,mH,,0,A,5,0.09600000000000007,0.48000000000000037,0.00046080000000000074,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00196,V1,voltage,A,0,5,V,,0,,5,-0.14800000000000008,-0.7400000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00196,S2,switch,A,B,0,,true,0,,0,0.14800000000000008,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00196,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00196,L4,inductor,B,0,100,mH,,0,A,5,0.09800000000000007,0.4900000000000004,0.0004802000000000008,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002,V1,voltage,A,0,5,V,,0,,5,-0.15000000000000008,-0.7500000000000004,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002,S2,switch,A,B,0,,true,0,,0,0.15000000000000008,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002,L4,inductor,B,0,100,mH,,0,A,5,0.10000000000000007,0.5000000000000003,0.0005000000000000008,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.00204,V1,voltage,A,0,5,V,,0,,5,-0.15200000000000008,-0.7600000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.00204,S2,switch,A,B,0,,true,0,,0,0.15200000000000008,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.00204,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.00204,L4,inductor,B,0,100,mH,,0,A,5,0.10200000000000008,0.5100000000000003,0.0005202000000000008,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0020800000000000003,V1,voltage,A,0,5,V,,0,,5,-0.15400000000000008,-0.7700000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0020800000000000003,S2,switch,A,B,0,,true,0,,0,0.15400000000000008,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0020800000000000003,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0020800000000000003,L4,inductor,B,0,100,mH,,0,A,5,0.10400000000000008,0.5200000000000004,0.0005408000000000008,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0021200000000000004,V1,voltage,A,0,5,V,,0,,5,-0.15600000000000008,-0.7800000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0021200000000000004,S2,switch,A,B,0,,true,0,,0,0.15600000000000008,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0021200000000000004,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0021200000000000004,L4,inductor,B,0,100,mH,,0,A,5,0.10600000000000008,0.5300000000000004,0.0005618000000000009,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0021600000000000005,V1,voltage,A,0,5,V,,0,,5,-0.15800000000000008,-0.7900000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0021600000000000005,S2,switch,A,B,0,,true,0,,0,0.15800000000000008,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0021600000000000005,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0021600000000000005,L4,inductor,B,0,100,mH,,0,A,5,0.10800000000000008,0.5400000000000004,0.000583200000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0022000000000000006,V1,voltage,A,0,5,V,,0,,5,-0.1600000000000001,-0.8000000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0022000000000000006,S2,switch,A,B,0,,true,0,,0,0.1600000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0022000000000000006,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0022000000000000006,L4,inductor,B,0,100,mH,,0,A,5,0.11000000000000008,0.5500000000000004,0.000605000000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0022400000000000007,V1,voltage,A,0,5,V,,0,,5,-0.1620000000000001,-0.8100000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0022400000000000007,S2,switch,A,B,0,,true,0,,0,0.1620000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0022400000000000007,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0022400000000000007,L4,inductor,B,0,100,mH,,0,A,5,0.11200000000000009,0.5600000000000004,0.0006272000000000009,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0022800000000000008,V1,voltage,A,0,5,V,,0,,5,-0.1640000000000001,-0.8200000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0022800000000000008,S2,switch,A,B,0,,true,0,,0,0.1640000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0022800000000000008,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0022800000000000008,L4,inductor,B,0,100,mH,,0,A,5,0.11400000000000009,0.5700000000000004,0.000649800000000001,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002320000000000001,V1,voltage,A,0,5,V,,0,,5,-0.1660000000000001,-0.8300000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002320000000000001,S2,switch,A,B,0,,true,0,,0,0.1660000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002320000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002320000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.11600000000000009,0.5800000000000004,0.0006728000000000011,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002360000000000001,V1,voltage,A,0,5,V,,0,,5,-0.1680000000000001,-0.8400000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002360000000000001,S2,switch,A,B,0,,true,0,,0,0.1680000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002360000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002360000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.11800000000000009,0.5900000000000004,0.0006962000000000011,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002400000000000001,V1,voltage,A,0,5,V,,0,,5,-0.1700000000000001,-0.8500000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002400000000000001,S2,switch,A,B,0,,true,0,,0,0.1700000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002400000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002400000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.12000000000000009,0.6000000000000004,0.0007200000000000012,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002440000000000001,V1,voltage,A,0,5,V,,0,,5,-0.1720000000000001,-0.8600000000000005,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002440000000000001,S2,switch,A,B,0,,true,0,,0,0.1720000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002440000000000001,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002440000000000001,L4,inductor,B,0,100,mH,,0,A,5,0.1220000000000001,0.6100000000000004,0.0007442000000000012,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0024800000000000013,V1,voltage,A,0,5,V,,0,,5,-0.1740000000000001,-0.8700000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0024800000000000013,S2,switch,A,B,0,,true,0,,0,0.1740000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0024800000000000013,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0024800000000000013,L4,inductor,B,0,100,mH,,0,A,5,0.1240000000000001,0.6200000000000004,0.0007688000000000012,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0025200000000000014,V1,voltage,A,0,5,V,,0,,5,-0.1760000000000001,-0.8800000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0025200000000000014,S2,switch,A,B,0,,true,0,,0,0.1760000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0025200000000000014,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0025200000000000014,L4,inductor,B,0,100,mH,,0,A,5,0.1260000000000001,0.6300000000000006,0.0007938000000000015,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0025600000000000015,V1,voltage,A,0,5,V,,0,,5,-0.1780000000000001,-0.8900000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0025600000000000015,S2,switch,A,B,0,,true,0,,0,0.1780000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0025600000000000015,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0025600000000000015,L4,inductor,B,0,100,mH,,0,A,5,0.1280000000000001,0.6400000000000006,0.0008192000000000016,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0026000000000000016,V1,voltage,A,0,5,V,,0,,5,-0.1800000000000001,-0.9000000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0026000000000000016,S2,switch,A,B,0,,true,0,,0,0.1800000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0026000000000000016,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0026000000000000016,L4,inductor,B,0,100,mH,,0,A,5,0.13000000000000012,0.6500000000000006,0.0008450000000000015,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0026400000000000017,V1,voltage,A,0,5,V,,0,,5,-0.1820000000000001,-0.9100000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0026400000000000017,S2,switch,A,B,0,,true,0,,0,0.1820000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0026400000000000017,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0026400000000000017,L4,inductor,B,0,100,mH,,0,A,5,0.13200000000000012,0.6600000000000006,0.0008712000000000016,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002680000000000002,V1,voltage,A,0,5,V,,0,,5,-0.1840000000000001,-0.9200000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002680000000000002,S2,switch,A,B,0,,true,0,,0,0.1840000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002680000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002680000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.13400000000000012,0.6700000000000006,0.0008978000000000017,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002720000000000002,V1,voltage,A,0,5,V,,0,,5,-0.1860000000000001,-0.9300000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002720000000000002,S2,switch,A,B,0,,true,0,,0,0.1860000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002720000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002720000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.13600000000000012,0.6800000000000006,0.0009248000000000017,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002760000000000002,V1,voltage,A,0,5,V,,0,,5,-0.1880000000000001,-0.9400000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002760000000000002,S2,switch,A,B,0,,true,0,,0,0.1880000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002760000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002760000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.13800000000000012,0.6900000000000006,0.0009522000000000018,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.002800000000000002,V1,voltage,A,0,5,V,,0,,5,-0.1900000000000001,-0.9500000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.002800000000000002,S2,switch,A,B,0,,true,0,,0,0.1900000000000001,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.002800000000000002,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.002800000000000002,L4,inductor,B,0,100,mH,,0,A,5,0.14000000000000012,0.7000000000000006,0.0009800000000000017,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
0.0028400000000000022,V1,voltage,A,0,5,V,,0,,5,-0.19200000000000012,-0.9600000000000006,0,true,true,backward_euler_step_doubling,0.00002,,0.008,dc,5,10,0,50,2,,,,,,,,,,0
0.0028400000000000022,S2,switch,A,B,0,,true,0,,0,0.19200000000000012,0,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,true,true,1@0.003=open,,,,,,,0
0.0028400000000000022,R3,resistor,B,0,100,Ω,,0,,5,0.05,0.25,0,true,true,backward_euler_step_doubling,0.00002,,0.008,,,,,,,,,,,,,,,,0
0.0028400000000000022,L4,inductor,B,0,100,mH,,0,A,5,0.14200000000000013,0.7100000000000006,0.0010082000000000018,true,true,backward_euler_step_doubling,0.00002,1e-10,0.008,,,,,,,,,,,,,,,,0
